Year,Month,Day,Max,Min
1887,3,15,5,0.6
1887,3,16,6.1,0
1887,3,17,7.8,-1.1
1887,3,18,8.3,0
1887,3,19,8.9,-1.1
1887,3,20,7.8,1.1
1887,3,21,6.1,0
1887,3,22,7.8,0.6
1887,3,23,8.3,2.8
1887,3,24,8.3,3.3
1887,3,25,8.9,4.4
1887,3,26,10,6.1
1887,3,27,9.4,7.2
1887,3,28,10.6,4.4
1887,3,29,12.8,6.1
1887,3,30,12.8,5
1887,3,31,10.6,6.7
1887,4,1,10,5
1887,4,2,9.4,6.7
1887,4,3,9.4,6.7
1887,4,4,7.2,6.7
1887,4,5,6.1,3.3
1887,4,6,7.2,1.1
1887,4,7,5,1.1
1887,4,8,8.3,1.1
1887,4,9,11.7,1.1
1887,4,10,10.6,2.2
1887,4,11,10,2.8
1887,4,12,10.6,5.6
1887,4,13,13.3,5.6
1887,4,14,10.6,2.8
1887,4,15,11.7,2.8
1887,4,16,12.8,2.2
1887,4,17,11.1,5
1887,4,18,10.6,8.3
1887,4,19,10.6,8.9
1887,4,20,10.6,8.9
1887,4,21,11.7,9.4
1887,4,22,10,7.2
1887,4,23,8.9,5.6
1887,4,24,6.1,3.9
1887,4,25,9.4,2.2
1887,4,26,6.1,0
1887,4,27,7.8,2.8
1887,4,28,8.3,3.9
1887,4,29,9.4,5
1887,4,30,10,5.6
1887,5,1,10.6,3.3
1887,5,2,10.6,7.2
1887,5,3,11.7,7.2
1887,5,4,12.2,7.2
1887,5,5,14.4,5.6
1887,5,6,12.8,8.3
1887,5,7,13.3,9.4
1887,5,8,12.8,10
1887,5,9,12.2,8.3
1887,5,10,12.8,8.9
1887,5,11,12.8,10
1887,5,12,11.1,10
1887,5,13,11.7,6.7
1887,5,14,13.3,6.1
